timestamp,hour,day_of_week,region,weather,demand,inventory,competitor_price,actual_price
2024-01-04 16:00:00,16,3,CA,Sunny,2,50,26.85,27.04
2024-01-04 17:00:00,17,3,NY,Sunny,30,18,30.81,36.19
2024-01-04 18:00:00,18,3,NY,Rainy,28,19,30.43,38.27
2024-01-04 19:00:00,19,3,NY,Rainy,32,19,32.51,39.81
2024-01-04 20:00:00,20,3,NY,Rainy,3,42,29.96,31.12
2024-01-04 21:00:00,21,3,TX,Cloudy,4,42,25.64,26.34
2024-01-04 22:00:00,22,3,NY,Cloudy,4,43,30.94,32.41
2024-01-04 23:00:00,23,3,NY,Sunny,6,43,29.28,30.11
2024-01-05 00:00:00,0,4,NY,Rainy,6,48,31.64,32.76
2024-01-05 01:00:00,1,4,TX,Cloudy,8,40,28.59,28.94
2024-01-05 02:00:00,2,4,NY,Rainy,5,42,29.62,30.7
2024-01-05 03:00:00,3,4,NY,Cloudy,2,52,28.74,29.37
2024-01-05 04:00:00,4,4,TX,Cloudy,9,39,21.47,22.25
2024-01-05 05:00:00,5,4,TX,Sunny,4,50,28.33,28.27
2024-01-05 06:00:00,6,4,TX,Sunny,7,44,26.59,26.51
2024-01-05 07:00:00,7,4,NY,Cloudy,23,28,30.29,34.97
2024-01-05 08:00:00,8,4,TX,Sunny,28,21,26.28,31.48
2024-01-05 09:00:00,9,4,TX,Cloudy,22,27,23.26,26.73
2024-01-05 10:00:00,10,4,NY,Cloudy,2,49,31.95,31.92
2024-01-05 11:00:00,11,4,TX,Rainy,5,43,25.31,27.87
2024-01-05 12:00:00,12,4,NY,Sunny,2,43,29.56,29.61
2024-01-05 13:00:00,13,4,CA,Sunny,9,39,28.16,28.65
2024-01-05 14:00:00,14,4,TX,Sunny,7,46,23.7,23.48
2024-01-05 15:00:00,15,4,CA,Rainy,5,49,26.82,28.38
2024-01-05 16:00:00,16,4,NY,Rainy,3,51,28.12,29.14
2024-01-05 17:00:00,17,4,TX,Rainy,29,25,25.28,30.32
2024-01-05 18:00:00,18,4,NY,Sunny,31,15,30.21,36.09
2024-01-05 19:00:00,19,4,CA,Sunny,30,15,25.23,29.86
2024-01-05 20:00:00,20,4,NY,Sunny,2,51,27.69,28.33
2024-01-05 21:00:00,21,4,TX,Rainy,5,45,26.44,27.88
2024-01-05 22:00:00,22,4,TX,Rainy,6,40,26.01,28.08
2024-01-05 23:00:00,23,4,CA,Cloudy,5,46,27.4,28.37
2024-01-06 00:00:00,0,5,NY,Rainy,6,42,31.32,34.5
2024-01-06 01:00:00,1,5,TX,Cloudy,6,47,22.46,22.81
2024-01-06 02:00:00,2,5,CA,Sunny,2,48,29.4,29.15
2024-01-06 03:00:00,3,5,TX,Rainy,4,47,21.18,22.63
2024-01-06 04:00:00,4,5,TX,Sunny,6,41,24.8,25.27
2024-01-06 05:00:00,5,5,NY,Sunny,2,48,31.47,31.36
2024-01-06 06:00:00,6,5,TX,Sunny,4,41,25.56,25.97
2024-01-06 07:00:00,7,5,NY,Sunny,23,26,31.77,35.84
2024-01-06 08:00:00,8,5,TX,Rainy,23,31,24.69,29.76
2024-01-06 09:00:00,9,5,CA,Sunny,23,26,27.91,31.64
2024-01-06 10:00:00,10,5,TX,Cloudy,4,42,26.86,27.35
2024-01-06 11:00:00,11,5,NY,Rainy,6,44,31.58,32.86
2024-01-06 12:00:00,12,5,NY,Sunny,3,44,29.39,29.15
2024-01-06 13:00:00,13,5,CA,Rainy,7,41,28.59,29.83
2024-01-06 14:00:00,14,5,TX,Cloudy,3,44,23.95,24.77
2024-01-06 15:00:00,15,5,TX,Sunny,3,42,26.86,27.82
2024-01-06 16:00:00,16,5,CA,Cloudy,11,34,27.94,28.18
2024-01-06 17:00:00,17,5,TX,Sunny,27,22,25.56,30.14
2024-01-06 18:00:00,18,5,TX,Cloudy,33,21,24.66,30.21
2024-01-06 19:00:00,19,5,NY,Sunny,35,15,25.13,30.54
2024-01-06 20:00:00,20,5,TX,Rainy,4,45,23.58,24.28
2024-01-06 21:00:00,21,5,TX,Sunny,5,43,22.74,22.4
2024-01-06 22:00:00,22,5,CA,Rainy,5,45,28.44,30.35
2024-01-06 23:00:00,23,5,CA,Sunny,4,49,24.32,24.1
2024-01-07 00:00:00,0,6,NY,Sunny,8,40,30.43,30.64
2024-01-07 01:00:00,1,6,TX,Cloudy,11,42,23.42,23.36
2024-01-07 02:00:00,2,6,TX,Cloudy,7,47,25.54,26.48
2024-01-07 03:00:00,3,6,TX,Cloudy,5,46,25.04,26.19
2024-01-07 04:00:00,4,6,NY,Sunny,7,41,29.84,29.62
2024-01-07 05:00:00,5,6,NY,Sunny,4,50,31.59,31.42
2024-01-07 06:00:00,6,6,CA,Sunny,5,43,29.53,28.97
2024-01-07 07:00:00,7,6,NY,Rainy,23,24,31.95,38.44
2024-01-07 08:00:00,8,6,TX,Rainy,28,23,23.91,29.27
2024-01-07 09:00:00,9,6,TX,Sunny,22,26,23.27,26.72
2024-01-07 10:00:00,10,6,NY,Cloudy,7,47,31.55,32.97
2024-01-07 11:00:00,11,6,TX,Cloudy,2,46,23.94,25.05
2024-01-07 12:00:00,12,6,TX,Cloudy,2,49,22.85,23.6
2024-01-07 13:00:00,13,6,NY,Sunny,4,47,28.17,27.5
2024-01-07 14:00:00,14,6,NY,Cloudy,6,40,30.25,31.32
2024-01-07 15:00:00,15,6,TX,Sunny,6,46,24.66,24.14
2024-01-07 16:00:00,16,6,TX,Rainy,4,47,26.62,28.02
2024-01-07 17:00:00,17,6,TX,Cloudy,33,12,22.97,29.19
2024-01-07 18:00:00,18,6,CA,Rainy,33,21,25.75,31.78
2024-01-07 19:00:00,19,6,CA,Cloudy,34,19,27.6,34.36
2024-01-07 20:00:00,20,6,CA,Sunny,5,47,25.06,25.04
2024-01-07 21:00:00,21,6,NY,Sunny,4,41,29.26,29.47
2024-01-07 22:00:00,22,6,CA,Sunny,5,44,29.3,30.14
2024-01-07 23:00:00,23,6,NY,Sunny,6,44,33.17,32.98
2024-01-08 00:00:00,0,0,NY,Cloudy,3,49,29.38,29.92
2024-01-08 01:00:00,1,0,CA,Rainy,6,48,27.26,29.37
2024-01-08 02:00:00,2,0,CA,Sunny,9,42,28.16,28.71
2024-01-08 03:00:00,3,0,CA,Cloudy,3,46,28.99,29.69
2024-01-08 04:00:00,4,0,TX,Rainy,6,39,26.61,27.37
2024-01-08 05:00:00,5,0,CA,Sunny,3,45,27.03,26.99
2024-01-08 06:00:00,6,0,TX,Rainy,5,48,26.58,27.45
2024-01-08 07:00:00,7,0,NY,Sunny,22,30,29.23,33.71
2024-01-08 08:00:00,8,0,TX,Rainy,25,29,27.4,32.99
2024-01-08 09:00:00,9,0,CA,Rainy,22,32,29.41,34.22
2024-01-08 10:00:00,10,0,NY,Sunny,4,42,28.78,28.0
2024-01-08 11:00:00,11,0,NY,Cloudy,3,43,30.17,30.53
2024-01-08 12:00:00,12,0,NY,Rainy,6,46,29.35,30.33
2024-01-08 13:00:00,13,0,TX,Sunny,7,40,25.88,25.81
2024-01-08 14:00:00,14,0,CA,Rainy,6,43,27.56,29.39
2024-01-08 15:00:00,15,0,NY,Rainy,4,49,28.9,30.0
2024-01-08 16:00:00,16,0,NY,Cloudy,8,38,30.8,32.1
2024-01-08 17:00:00,17,0,NY,Rainy,29,23,30.52,37.11
2024-01-08 18:00:00,18,0,TX,Rainy,31,15,23.07,29.38
2024-01-08 19:00:00,19,0,TX,Sunny,31,16,27.05,31.67
2024-01-08 20:00:00,20,0,CA,Sunny,4,47,29.36,29.95
2024-01-08 21:00:00,21,0,TX,Cloudy,6,45,26.16,27.51
2024-01-08 22:00:00,22,0,NY,Rainy,5,44,29.71,31.2
2024-01-08 23:00:00,23,0,CA,Rainy,4,41,26.35,27.51
2024-01-09 00:00:00,0,1,NY,Rainy,6,40,31.76,33.61
2024-01-09 01:00:00,1,1,NY,Cloudy,6,45,28.97,29.62
2024-01-09 02:00:00,2,1,TX,Rainy,7,45,23.72,24.85
2024-01-09 03:00:00,3,1,CA,Sunny,6,44,28.28,29.64
2024-01-09 04:00:00,4,1,TX,Cloudy,6,41,22.3,23.4
2024-01-09 05:00:00,5,1,TX,Sunny,8,39,25.44,25.88
2024-01-09 06:00:00,6,1,CA,Sunny,6,47,26.85,27.15
2024-01-09 07:00:00,7,1,NY,Cloudy,27,20,29.75,34.69
2024-01-09 08:00:00,8,1,NY,Sunny,23,27,31.2,35.54
2024-01-09 09:00:00,9,1,CA,Rainy,22,25,29.89,35.73
2024-01-09 10:00:00,10,1,NY,Cloudy,5,49,31.66,33.0
2024-01-09 11:00:00,11,1,CA,Sunny,9,38,30.12,29.97
2024-01-09 12:00:00,12,1,CA,Rainy,3,50,27.93,29.64
2024-01-09 13:00:00,13,1,TX,Rainy,2,50,21.42,22.14
2024-01-09 14:00:00,14,1,CA,Sunny,5,46,27.7,27.99
2024-01-09 15:00:00,15,1,TX,Rainy,1,46,25.99,27.0
2024-01-09 16:00:00,16,1,NY,Cloudy,4,45,29.1,29.92
2024-01-09 17:00:00,17,1,NY,Sunny,31,14,29.42,35.78
2024-01-09 18:00:00,18,1,NY,Rainy,29,17,28.16,35.37
2024-01-09 19:00:00,19,1,NY,Rainy,30,23,31.05,38.64
2024-01-09 20:00:00,20,1,TX,Sunny,5,42,23.99,24.47
2024-01-09 21:00:00,21,1,NY,Sunny,1,48,29.58,30.06
2024-01-09 22:00:00,22,1,CA,Sunny,9,39,28.86,29.93
2024-01-09 23:00:00,23,1,CA,Sunny,3,49,27.88,27.89
2024-01-10 00:00:00,0,2,CA,Cloudy,2,43,30.37,31.03
2024-01-10 01:00:00,1,2,TX,Sunny,6,44,24.42,24.02
2024-01-10 02:00:00,2,2,NY,Cloudy,5,45,27.28,27.7
2024-01-10 03:00:00,3,2,NY,Cloudy,3,49,31.04,30.74
2024-01-10 04:00:00,4,2,NY,Sunny,4,41,30.04,30.67
2024-01-10 05:00:00,5,2,TX,Cloudy,5,43,26.05,26.54
2024-01-10 06:00:00,6,2,CA,Sunny,8,37,27.35,28.35
2024-01-10 07:00:00,7,2,CA,Sunny,23,30,28.47,32.58
2024-01-10 08:00:00,8,2,NY,Rainy,26,24,29.61,35.57
2024-01-10 09:00:00,9,2,CA,Sunny,29,22,25.73,29.3
2024-01-10 10:00:00,10,2,CA,Rainy,7,38,28.98,29.64
2024-01-10 11:00:00,11,2,TX,Cloudy,3,51,25.84,25.79
2024-01-10 12:00:00,12,2,TX,Rainy,4,44,26.53,28.23
2024-01-10 13:00:00,13,2,TX,Cloudy,4,47,21.29,22.13
2024-01-10 14:00:00,14,2,TX,Sunny,11,37,24.98,25.41
2024-01-10 15:00:00,15,2,NY,Cloudy,4,45,29.32,30.15
2024-01-10 16:00:00,16,2,TX,Cloudy,5,40,26.39,26.42
2024-01-10 17:00:00,17,2,CA,Sunny,32,15,28.2,33.61
2024-01-10 18:00:00,18,2,NY,Cloudy,38,14,29.44,36.82
2024-01-10 19:00:00,19,2,CA,Sunny,33,20,30.4,36.26
2024-01-10 20:00:00,20,2,CA,Rainy,6,46,30.92,32.05
2024-01-10 21:00:00,21,2,CA,Sunny,5,43,30.31,30.78
2024-01-10 22:00:00,22,2,TX,Sunny,4,50,25.55,25.03
2024-01-10 23:00:00,23,2,TX,Cloudy,3,42,24.34,25.46
2024-01-11 00:00:00,0,3,NY,Rainy,9,39,33.07,34.61
2024-01-11 01:00:00,1,3,NY,Sunny,7,43,32.06,31.84
2024-01-11 02:00:00,2,3,TX,Rainy,9,37,26.32,28.32
2024-01-11 03:00:00,3,3,CA,Rainy,6,45,27.46,29.02
2024-01-11 04:00:00,4,3,NY,Cloudy,7,40,28.31,29.16
2024-01-11 05:00:00,5,3,TX,Sunny,4,48,23.18,23.6
2024-01-11 06:00:00,6,3,TX,Cloudy,6,42,25.03,25.72
2024-01-11 07:00:00,7,3,TX,Sunny,24,29,25.83,30.1
2024-01-11 08:00:00,8,3,CA,Rainy,22,23,25.05,29.98
2024-01-11 09:00:00,9,3,TX,Sunny,24,30,26.51,30.28
2024-01-11 10:00:00,10,3,TX,Sunny,5,40,22.73,23.24
2024-01-11 11:00:00,11,3,TX,Rainy,3,46,24.65,26.62
2024-01-11 12:00:00,12,3,TX,Rainy,6,47,26.88,27.9
2024-01-11 13:00:00,13,3,NY,Sunny,2,48,33.34,33.22
2024-01-11 14:00:00,14,3,NY,Cloudy,2,44,30.2,30.85
2024-01-11 15:00:00,15,3,TX,Sunny,5,48,24.78,24.91
2024-01-11 16:00:00,16,3,CA,Rainy,6,45,27.85,29.58
2024-01-11 17:00:00,17,3,NY,Cloudy,29,20,29.83,36.27
2024-01-11 18:00:00,18,3,TX,Rainy,27,24,26.22,32.1
2024-01-11 19:00:00,19,3,NY,Rainy,30,23,29.11,35.52
2024-01-11 20:00:00,20,3,NY,Cloudy,7,45,29.07,30.23
2024-01-11 21:00:00,21,3,CA,Rainy,9,43,27.02,29.85
2024-01-11 22:00:00,22,3,TX,Rainy,5,48,26.54,27.8
2024-01-11 23:00:00,23,3,TX,Rainy,7,40,25.71,26.92
2024-01-12 00:00:00,0,4,CA,Rainy,10,35,28.53,29.84
2024-01-12 01:00:00,1,4,CA,Rainy,5,43,30.8,33.19
2024-01-12 02:00:00,2,4,TX,Rainy,6,47,25.97,26.91
2024-01-12 03:00:00,3,4,TX,Rainy,7,47,28.08,29.44
2024-01-12 04:00:00,4,4,CA,Rainy,6,39,30.06,32.12
2024-01-12 05:00:00,5,4,NY,Rainy,9,45,28.45,29.63
2024-01-12 06:00:00,6,4,NY,Sunny,6,39,31.53,32.07
2024-01-12 07:00:00,7,4,CA,Sunny,24,26,30.16,34.65
2024-01-12 08:00:00,8,4,NY,Rainy,27,21,28.07,33.2
2024-01-12 09:00:00,9,4,CA,Sunny,23,22,28.99,34.04
2024-01-12 10:00:00,10,4,NY,Cloudy,4,44,27.77,28.95
2024-01-12 11:00:00,11,4,NY,Sunny,3,47,30.45,30.13
2024-01-12 12:00:00,12,4,TX,Rainy,5,47,26.7,27.8
2024-01-12 13:00:00,13,4,TX,Rainy,2,51,23.71,24.75
2024-01-12 14:00:00,14,4,NY,Sunny,3,51,31.07,31.55
2024-01-12 15:00:00,15,4,NY,Rainy,3,47,27.76,29.51
2024-01-12 16:00:00,16,4,TX,Cloudy,7,39,25.52,26.4
2024-01-12 17:00:00,17,4,TX,Cloudy,29,21,25.55,31.05
2024-01-12 18:00:00,18,4,TX,Rainy,32,13,25.21,31.9
2024-01-12 19:00:00,19,4,CA,Cloudy,30,15,26.96,32.55
2024-01-12 20:00:00,20,4,NY,Cloudy,3,42,31.13,32.59
2024-01-12 21:00:00,21,4,TX,Sunny,7,43,26.19,26.11
2024-01-12 22:00:00,22,4,NY,Cloudy,4,47,32.83,33.5
2024-01-12 23:00:00,23,4,CA,Sunny,4,41,31.96,31.96
2024-01-13 00:00:00,0,5,CA,Rainy,5,42,26.47,27.72
2024-01-13 01:00:00,1,5,TX,Sunny,3,44,24.01,24.07
2024-01-13 02:00:00,2,5,CA,Rainy,6,45,27.51,28.94
2024-01-13 03:00:00,3,5,NY,Rainy,9,39,30.1,32.28
2024-01-13 04:00:00,4,5,TX,Rainy,3,50,24.83,27.07
2024-01-13 05:00:00,5,5,NY,Rainy,2,51,30.58,32.07
2024-01-13 06:00:00,6,5,NY,Rainy,2,52,28.81,30.84
2024-01-13 07:00:00,7,5,CA,Sunny,27,21,27.3,31.89
2024-01-13 08:00:00,8,5,CA,Rainy,25,22,24.33,29.4
2024-01-13 09:00:00,9,5,CA,Cloudy,28,22,28.28,33.09
2024-01-13 10:00:00,10,5,CA,Cloudy,6,47,26.86,27.3
2024-01-13 11:00:00,11,5,CA,Rainy,4,50,27.4,27.48
2024-01-13 12:00:00,12,5,TX,Cloudy,4,48,26.48,27.38
2024-01-13 13:00:00,13,5,NY,Sunny,7,44,29.19,29.55
2024-01-13 14:00:00,14,5,NY,Sunny,2,49,30.51,30.53
2024-01-13 15:00:00,15,5,NY,Rainy,2,47,32.06,33.19
2024-01-13 16:00:00,16,5,NY,Rainy,5,48,30.94,32.67
2024-01-13 17:00:00,17,5,CA,Rainy,31,15,30.11,38.24
2024-01-13 18:00:00,18,5,NY,Cloudy,31,18,32.57,39.5
2024-01-13 19:00:00,19,5,TX,Cloudy,28,21,25.0,29.45
2024-01-13 20:00:00,20,5,TX,Sunny,13,36,25.29,25.75
2024-01-13 21:00:00,21,5,NY,Cloudy,6,46,30.85,30.98
2024-01-13 22:00:00,22,5,NY,Sunny,4,41,28.04,28.47
2024-01-13 23:00:00,23,5,TX,Cloudy,7,41,26.0,26.96
2024-01-14 00:00:00,0,6,TX,Sunny,4,41,26.35,27.34
2024-01-14 01:00:00,1,6,CA,Rainy,9,40,25.58,26.59
2024-01-14 02:00:00,2,6,TX,Cloudy,4,47,23.9,24.24
2024-01-14 03:00:00,3,6,CA,Sunny,4,42,26.05,26.08
2024-01-14 04:00:00,4,6,CA,Cloudy,8,38,28.77,29.14
2024-01-14 05:00:00,5,6,CA,Rainy,4,47,26.98,27.94
2024-01-14 06:00:00,6,6,CA,Sunny,7,39,30.1,30.19
2024-01-14 07:00:00,7,6,CA,Cloudy,24,22,29.23,33.82
2024-01-14 08:00:00,8,6,NY,Cloudy,22,28,32.49,38.27
2024-01-14 09:00:00,9,6,TX,Rainy,25,24,24.42,29.47
2024-01-14 10:00:00,10,6,CA,Rainy,4,41,31.18,33.06
2024-01-14 11:00:00,11,6,TX,Sunny,5,46,21.67,21.91
2024-01-14 12:00:00,12,6,TX,Cloudy,2,44,25.72,26.42
2024-01-14 13:00:00,13,6,CA,Cloudy,4,42,28.45,29.44
2024-01-14 14:00:00,14,6,NY,Rainy,3,44,31.5,32.93
2024-01-14 15:00:00,15,6,CA,Rainy,4,49,27.4,29.96
2024-01-14 16:00:00,16,6,NY,Sunny,6,39,31.43,31.61
2024-01-14 17:00:00,17,6,TX,Cloudy,34,18,23.62,28.46
2024-01-14 18:00:00,18,6,NY,Cloudy,31,15,29.31,35.41
2024-01-14 19:00:00,19,6,NY,Sunny,33,20,30.12,34.99
2024-01-14 20:00:00,20,6,NY,Sunny,4,45,30.99,32.83
2024-01-14 21:00:00,21,6,TX,Rainy,5,48,23.01,24.37
2024-01-14 22:00:00,22,6,TX,Rainy,5,49,25.62,26.68
2024-01-14 23:00:00,23,6,NY,Sunny,6,47,27.99,27.72
2024-01-15 00:00:00,0,0,NY,Sunny,3,46,28.54,28.96
2024-01-15 01:00:00,1,0,CA,Cloudy,2,44,29.96,30.22
2024-01-15 02:00:00,2,0,NY,Sunny,2,51,31.54,31.81
2024-01-15 03:00:00,3,0,CA,Sunny,5,47,30.07,30.55
2024-01-15 04:00:00,4,0,NY,Cloudy,3,44,28.6,29.39
2024-01-15 05:00:00,5,0,CA,Sunny,4,41,26.75,25.92
2024-01-15 06:00:00,6,0,TX,Rainy,10,39,23.9,26.08
2024-01-15 07:00:00,7,0,NY,Rainy,24,22,30.44,37.27
2024-01-15 08:00:00,8,0,NY,Cloudy,26,27,32.24,38.88
2024-01-15 09:00:00,9,0,NY,Sunny,27,22,30.09,35.33
2024-01-15 10:00:00,10,0,NY,Rainy,7,44,27.25,28.45
2024-01-15 11:00:00,11,0,CA,Rainy,6,39,28.14,29.58
2024-01-15 12:00:00,12,0,NY,Rainy,3,42,29.92,31.45
2024-01-15 13:00:00,13,0,TX,Rainy,1,51,26.87,28.1
2024-01-15 14:00:00,14,0,TX,Sunny,6,46,25.55,25.4
2024-01-15 15:00:00,15,0,NY,Sunny,6,46,30.49,30.82
2024-01-15 16:00:00,16,0,TX,Sunny,5,46,25.17,25.0
2024-01-15 17:00:00,17,0,NY,Sunny,30,19,28.45,34.4
2024-01-15 18:00:00,18,0,NY,Rainy,28,17,29.92,36.51
2024-01-15 19:00:00,19,0,TX,Cloudy,32,20,25.55,30.77
2024-01-15 20:00:00,20,0,NY,Cloudy,9,45,30.18,30.62
2024-01-15 21:00:00,21,0,TX,Rainy,2,49,22.25,23.29
2024-01-15 22:00:00,22,0,CA,Rainy,10,37,29.39,31.66
2024-01-15 23:00:00,23,0,NY,Cloudy,6,45,30.4,31.45
2024-01-16 00:00:00,0,1,CA,Cloudy,6,43,29.71,31.32
2024-01-16 01:00:00,1,1,TX,Rainy,4,50,24.72,25.41
2024-01-16 02:00:00,2,1,CA,Rainy,5,49,28.5,29.29
2024-01-16 03:00:00,3,1,CA,Sunny,5,49,25.51,25.12
2024-01-16 04:00:00,4,1,TX,Sunny,8,40,24.55,24.1
2024-01-16 05:00:00,5,1,CA,Cloudy,1,44,30.19,31.05
2024-01-16 06:00:00,6,1,CA,Rainy,3,51,29.27,31.22
2024-01-16 07:00:00,7,1,TX,Cloudy,24,22,24.09,29.12
2024-01-16 08:00:00,8,1,CA,Sunny,24,22,27.08,30.54
2024-01-16 09:00:00,9,1,TX,Sunny,23,31,26.3,29.63
2024-01-16 10:00:00,10,1,CA,Cloudy,11,35,25.85,26.08
2024-01-16 11:00:00,11,1,TX,Sunny,7,46,25.89,25.56
2024-01-16 12:00:00,12,1,TX,Rainy,5,45,27.32,29.1
